time_s,body,x_m,y_m,vx_m_s,vy_m_s,speed_m_s,radius_from_central_m,kinetic_J,potential_J,total_energy_J,angular_momentum_kg_m2_s
1728000.0,Planet,-40041482694.06214,199257053515.57617,-16920.941024858177,-10049.667225410778,19680.296148895322,231590594545.30405,8.968386378776863e+38,-1.9113222409211126e+39,-1.0144836030434264e+39,6.942480172848454e+45
1728000.0,Perturber,239497326829.02853,-133514062785.5978,3129.29156255983,15987.424486984119,16290.801312720241,331930876246.98,8.968386378776863e+38,-1.9113222409211126e+39,-1.0144836030434264e+39,6.942480172848454e+45
1814400.0,StarA,-74880936356.5013,-31212886762.687943,10141.027419191687,-18938.842730551216,21483.021228154812,0.0,8.968723432566684e+38,-1.9113559459796306e+39,-1.0144836027229622e+39,6.942480172848453e+45
1814400.0,StarB,55700563395.941605,41781775748.176155,-10372.892701613124,17647.449940549475,20470.207434302625,149598625771.33588,8.968723432566684e+38,-1.9113559459796306e+39,-1.0144836027229622e+39,6.942480172848453e+45
1814400.0,Planet,-41497191475.36024,198367200724.95132,-16774.606413169935,-10549.342751831293,19816.055430190372,231994592594.5715,8.968723432566684e+38,-1.9113559459796306e+39,-1.0144836027229622e+39,6.942480172848453e+45
1814400.0,Perturber,239757777838.85205,-132126006792.69763,2899.5755577490836,16143.201976295557,16401.53981986352,330425450388.8833,8.968723432566684e+38,-1.9113559459796306e+39,-1.0144836027229622e+39,6.942480172848453e+45
1900800.0,StarA,-73985171094.19858,-32838358166.68159,10593.255452625635,-18685.98188571689,21479.82728324235,0.0,8.969306158506293e+38,-1.9114142182689538e+39,-1.0144836024183245e+39,6.942480172848452e+45
1900800.0,StarB,54785560455.40833,43295137665.55894,-10806.698668265179,17382.27162113487,20467.733211511113,149593484120.9961,8.969306158506293e+38,-1.9114142182689538e+39,-1.0144836024183245e+39,6.942480172848452e+45
1900800.0,Planet,-42939891924.64433,197434028328.74387,-16619.7831708332,-11052.471663148484,19959.31668445117,232355721558.59247,8.969306158506293e+38,-1.9114142182689538e+39,-1.0144836024183245e+39,6.942480172848452e+45
1900800.0,Perturber,239998357142.42694,-130724568142.4699,2669.288098015421,16297.208186168042,16514.360224165797,328888075349.8732,8.969306158506293e+38,-1.9114142182689538e+39,-1.0144836024183245e+39,6.942480172848452e+45
1987200.0,StarA,-73050598749.65614,-34441517112.21311,11039.297063125669,-18422.375761481373,21476.731789198082,0.0,8.970143116409289e+38,-1.9114979137710583e+39,-1.0144836021301295e+39,6.942480172848454e+45
1987200.0,StarB,53833344247.098305,44785129018.02863,-11234.267662449687,17106.489772954872,20465.599484592978,149587420752.7163,8.970143116409289e+38,-1.9114979137710583e+39,-1.0144836021301295e+39,6.942480172848454e+45
